# Spintexture data
#     nk, nbnds = 9, 390
#
#k point [kx, ky, kz], Eigenvalue, Sx, Sy, Sz
-5.061370474608978265e-01 -8.766550817951753727e-01 0.000000000000000000e+00 -4.695155338055985084e+01 2.583845948697547149e-03 -1.513723910672072496e-03 -1.587033023259927789e-01
-5.061370474608978265e-01 -2.922183605983917909e-01 0.000000000000000000e+00 -4.695481782305796514e+01 -1.934961020777427043e-01 3.665430578714786169e-01 -1.557199677399923043e-03
-5.061370474608978265e-01 2.922183605983919019e-01 0.000000000000000000e+00 -4.695483693773603306e+01 2.237440794251129295e-01 3.875387059909548571e-01 6.478868164183637646e-08
0.000000000000000000e+00 -5.844367211967835818e-01 0.000000000000000000e+00 -4.695481782223945544e+01 -4.141816227288869778e-01 -1.569764158531476717e-02 -1.557161702100073875e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.694745908270201085e+01 -3.844729665434827755e-03 2.221313090608726185e-03 1.448360087409086283e-01
0.000000000000000000e+00 5.844367211967836928e-01 0.000000000000000000e+00 -4.695481782223946254e+01 4.141816227190139310e-01 1.569764126396033105e-02 1.557161445280175194e-03
5.061370474608979375e-01 -2.922183605983917354e-01 0.000000000000000000e+00 -4.695483693773598333e+01 -2.237440792728082883e-01 -3.875387060789040605e-01 -6.477040220831398187e-08
5.061370474608979375e-01 2.922183605983918464e-01 0.000000000000000000e+00 -4.695481782305799356e+01 1.934961019642671975e-01 -3.665430579464138972e-01 1.557199625889127415e-03
5.061370474608979375e-01 8.766550817951755947e-01 0.000000000000000000e+00 -4.695155338055987215e+01 -2.583845126392324103e-03 1.513724001608604455e-03 1.587033023277436561e-01


-5.061370474608978265e-01 -8.766550817951753727e-01 0.000000000000000000e+00 -4.695154788956805447e+01 -2.583203020920873602e-03 1.513351150872421780e-03 1.586975827718501986e-01
-5.061370474608978265e-01 -2.922183605983917909e-01 0.000000000000000000e+00 -4.695478972956504293e+01 1.934979124711274645e-01 -3.665870965635501522e-01 1.569200998202624486e-03
-5.061370474608978265e-01 2.922183605983919019e-01 0.000000000000000000e+00 -4.695480821876282107e+01 -2.237669414781633115e-01 -3.875783073522971467e-01 -6.461327151097151500e-08
0.000000000000000000e+00 -5.844367211967835818e-01 0.000000000000000000e+00 -4.695478972884117752e+01 4.142206686609598565e-01 1.571809156529057824e-02 1.569162613699659481e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.694745908270201085e+01 3.844729665429394601e-03 -2.221313090598198148e-03 -1.448360087409586439e-01
0.000000000000000000e+00 5.844367211967836928e-01 0.000000000000000000e+00 -4.695478972884115620e+01 -4.142206686510987446e-01 -1.571809124405296881e-02 -1.569162356904685307e-03
5.061370474608979375e-01 -2.922183605983917354e-01 0.000000000000000000e+00 -4.695480821876282107e+01 2.237669413260213735e-01 3.875783074402210926e-01 6.459493562260831823e-08
5.061370474608979375e-01 2.922183605983918464e-01 0.000000000000000000e+00 -4.695478972956507135e+01 -1.934979123576569260e-01 3.665870966384164320e-01 -1.569200946729187862e-03
5.061370474608979375e-01 8.766550817951755947e-01 0.000000000000000000e+00 -4.695154788956806868e+01 2.583202198599954778e-03 -1.513351241832231343e-03 -1.586975827735863098e-01


-5.061370474608978265e-01 -8.766550817951753727e-01 0.000000000000000000e+00 -4.688803527501669777e+01 1.183166995261679313e-03 -6.831653990014077693e-04 5.457221240975548282e-01
-5.061370474608978265e-01 -2.922183605983917909e-01 0.000000000000000000e+00 -4.688576951315932462e+01 6.625185337844623212e-02 -1.201286703527373600e-01 -1.602201428299748764e-02
-5.061370474608978265e-01 2.922183605983919019e-01 0.000000000000000000e+00 -4.688571744482945292e+01 -7.812318956735829489e-02 -1.353121757718143692e-01 -3.050357108291823494e-06
0.000000000000000000e+00 -5.844367211967835818e-01 0.000000000000000000e+00 -4.688576951539792503e+01 1.371617031698268985e-01 2.689189486392895394e-03 -1.601872384853997300e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.688694399442680094e+01 2.457323384650104275e-02 -1.549205549231924897e-02 -2.618642561581548400e-01
